Sno,Movie,Year,Certificate,Genre,Runtime,Rating,No.of.Ratings
1224,Bhakta Prahlada,1932,U,"Drama, Fantasy            ",108,7.1,66
437,Pathala Bhairavi,1951,U,"Action, Adventure, Family            ",192,8.5,592
878,Malliswari,1951,U,"Drama, History, Musical            ",194,7,144
991,Kanchana,1952,U,Drama            ,165,7,106
732,Devadasu,1953,U,"Drama, Family, Musical            ",191,7.4,235
378,Missamma,1955,U,"Comedy, Drama, Family            ",181,8.5,754
1069,Kanyasulkam,1955,U,Drama            ,167,7.9,90
92,Maya Bazaar,1957,U,"Comedy, Drama, Family            ",192,9.2,3733
1345,Panduranga Mahatyam,1957,U,"Drama, History, Musical            ",0,8.2,54
893,Bhookailas,1958,U,"Drama, Musical            ",174,7.1,138
1061,Appu Chesi Pappu Koodu,1959,U,"Comedy, Drama            ",176,8,91
959,Kalathur Kannamma,1960,U,"Drama, Romance            ",176,7,115
1068,Jagadeka Veeruni Katha,1961,U,"Drama, Fantasy            ",187,7.9,90
1140,Seetha Rama Kalyanam,1961,U,"Drama, Musical            ",182,7.7,79
261,Gundamma Katha,1962,U,"Comedy, Drama            ",166,8.8,1236
1264,Gulebakavali Katha,1962,U,"Musical, Drama, Fantasy            ",0,8.2,61
1354,Parthal Pasi Theerum,1962,U,"Drama, War            ",159,7.8,53
757,Narthanasala,1963,U,"Drama, Musical            ",175,7.6,219
1320,Sri Krishnarjuna Yudham,1963,U,"Drama, Fantasy, History            ",174,8.1,56
556,Karnan,1964,U,"Action, Drama, History            ",187,8,389
1080,Mooga Manasulu,1964,U,Drama            ,164,7.7,88
1194,Ramudu Bheemudu,1964,U,"Comedy, Drama            ",167,7.5,70
902,Enga Veetu Pillai,1965,U,"Action, Comedy, Drama            ",147,7.1,135
1092,Pandava Vanavasamu,1965,U,"Drama, Fantasy            ",188,8.1,86
1109,Sri Krishna Pandaveeyam,1966,U,"Drama, Musical            ",187,7.9,84
1376,Paramanandayya Shishyula Katha,1966,U,"Drama, Musical            ",0,8.1,51
928,Ave Kallu,1967,Unrated,"Musical, Mystery, Thriller            ",163,7.2,124
946,Bama Vijayam,1967,,Comedy            ,179,7.3,119
1280,Srimanthudu,1971,U,"Drama, Romance            ",149,7.2,60
1372,Mosagalaku Mosagaadu,1971,,Adventure            ,0,8.3,51
1142,Sampoorna Ramayanam,1972,U,"Drama, Family, Fantasy            ",190,7.7,79
622,Alluri Seetharama Raju,1974,U,"Action, Biography, Drama            ",187,7.5,317
1029,Swargam Narakam,1975,,"Comedy, Drama            ",140,8.1,96
1045,Muthyala Muggu,1975,U,Family            ,165,7.4,94
1030,Manmatha Leelai,1976,A,"Comedy, Musical, Romance            ",161,7.5,96
1127,Anthuleni Katha,1976,U,"Drama, Family            ",0,7.7,80
468,Daana Veera Soora Karna,1977,U,"Action, Drama, Fantasy            ",233,8.8,530
985,Yamagola,1977,U,"Comedy, Fantasy, Romance            ",149,6.6,107
1101,Adavi Ramudu,1977,U,"Action, Drama, Romance            ",159,7.2,85
1268,Oka Oori Katha,1977,,"Comedy, Drama            ",116,7.5,61
1285,Aadu Puli Attam,1977,U,"Action, Drama, Thriller            ",136,6.6,59
1352,Kurukshetramu,1977,U,"Musical, Drama, Action            ",0,8.2,53
1353,Chanakya Chandragupta,1977,U,"Action, Drama, History            ",178,7.1,53
387,Sigappu Rojakkal,1978,A,"Drama, Thriller            ",129,7.8,732
723,Maro Charithra,1978,U,"Drama, Romance            ",169,7.4,239
1165,Padaharella Vayasu,1978,U,Drama            ,140,7.7,75
1236,Manavoori Pandavulu,1978,U,Drama            ,152,8.2,65
1384,Chal Mohana Ranga,1978,,Drama            ,129,8.2,50
1391,Kondura (The Sage from the Sea),1978,,Drama            ,137,7.4,50
733,Ninaithale Inikkum,1979,U,"Musical, Romance            ",141,6.9,235
852,Alavuddinum Athbutha Vilakkum,1979,U,"Adventure, Drama, Fantasy            ",144,6.6,157
925,Kalyanaraman,1979,U,"Action, Comedy, Drama            ",134,6.6,126
1009,Annai Oru Aalayam,1979,,"Adventure, Drama            ",122,6.9,101
1120,Neeya,1979,U,"Drama, Fantasy, Musical            ",137,6.2,83
1187,Vetagadu,1979,U,"Action, Drama            ",161,6.9,71
1217,Idi Kathakaadu,1979,U,"Drama, Family            ",0,8.1,67
1289,Driver Ramudu,1979,U,"Action, Drama            ",145,8.1,59
1300,Maa Bhoomi,1979,A,Drama            ,158,8.3,58
1336,Thayillamal Nannilai,1979,U,"Action, Drama            ",135,6.5,55
192,Sankarabharanam,1980,U,"Drama, Musical, Romance            ",143,8.7,1829
512,Guru,1980,U,"Action, Crime, Drama            ",159,6.5,462
1018,Sardar Papa Rayudu,1980,U,"Action, Drama            ",151,5.9,100
1161,Punnami Naagu,1980,U,"Drama, Horror            ",130,7.4,76
1173,Superman,1980,Unrated,"Fantasy, Musical, Sci-Fi            ",135,4.9,72
1234,Kaali,1980,A,"Action, Drama            ",0,6.3,65
505,Aakali Rajyam,1981,A,Drama            ,138,8.1,476
753,Tik Tik Tik,1981,A,"Crime, Mystery, Thriller            ",164,7,224
783,Raaja Paarvai,1981,Unrated,"Drama, Romance            ",144,7.2,204
936,Saptapadhi,1981,U,"Drama, Family, Musical            ",0,7.2,122
986,Meendum Kokila,1981,U,"Comedy, Drama, Romance            ",139,6.3,107
1084,Premaabhishekam,1981,U,"Drama, Musical, Romance            ",155,7.7,88
1094,Kondaveeti Simham,1981,U,"Action, Drama, Family            ",163,7.5,86
1151,Chettaniki Kallu Levu,1981,A,"Action, Drama, Crime            ",141,7.8,77
795,Sakalakala Vallavan,1982,U,"Action, Comedy, Romance            ",138,6.7,197
806,Subhalekha,1982,U,"Family, Drama, Musical            ",139,7.3,188
885,Prathigna,1982,,"Comedy, Family            ",136,1.1,142
1083,Nireekshana,1982,A,"Drama, Romance            ",0,7.4,88
1175,Justice Chowdhary,1982,U,"Action, Drama            ",141,6.9,72
1177,Intlo Ramayya Veedilo Krishnayya,1982,U,"Comedy, Drama, Romance            ",125,7.6,72
1235,Bobbili Puli,1982,A,"Action, Drama            ",169,7,65
1325,Gruha Pravesam,1982,,Family            ,0,8.2,55
1335,Devatha,1982,U,"Drama, Romance            ",180,7.7,55
1389,Billa Ranga,1982,A,"Action, Crime, Family            ",113,7.8,50
134,Sagara Sangamam,1983,U,"Musical, Romance, Drama            ",160,8.8,2639
562,Khaidi,1983,A,"Action, Drama            ",157,7.4,384
1004,Thoongathey Tambi Thoongathey,1983,Unrated,Drama            ,0,6.4,103
1150,Sitaara,1983,U,"Drama, Romance            ",144,7.6,77
1297,Meghasandesam,1983,U,"Drama, Musical            ",151,7.5,58
1347,Manthrigari Viyyankudu,1983,U,"Action, Comedy, Drama            ",0,7.3,54
1388,Gudachari No.1,1983,U,"Action, Thriller            ",138,7,50
540,Challenge,1984,U,Drama            ,152,7.8,415
826,Padmavyuham,1984,,Action            ,140,1.6,170
848,Bhale Ramudu,1984,,Family            ,147,1.3,160
975,Srivaariki Premalekha,1984,U,"Comedy, Romance            ",0,6.8,110
992,Mayuri,1984,U,"Family, Musical            ",142,6.8,106
1024,Mangamma Gari Manavadu,1984,U,Drama            ,129,7.5,98
1034,Babai Abbai,1984,U,"Comedy, Romance            ",117,7.6,95
1208,Sri Madvirat Veera Brahmendra Swamy Charitra,1984,U,"Drama, History, Musical            ",173,7.7,68
334,Ragile Gundelu,1985,Unrated,Drama            ,127,4.4,888
623,Adavi Donga,1985,U,"Action, Comedy, Family            ",136,6.6,317
658,Anveshana,1985,A,"Mystery, Thriller            ",113,7.5,285
704,Sindhu Bhairavi,1985,,Drama            ,159,7.2,252
728,Kaakki Sattai,1985,U,"Action, Comedy, Drama            ",143,7.1,236
751,Vijetha,1985,U,"Drama, Family, Romance            ",107,7.2,225
799,Ladies Tailor,1985,,Comedy            ,0,7.1,192
917,Edadugula Bandham,1985,,Drama            ,142,1.7,129
971,Jappanil Kalyanaraman,1985,U,"Action, Comedy, Romance            ",138,6,111
972,Idaya Kovil,1985,,"Drama, Romance            ",160,6.2,111
1102,Donga,1985,U,"Action, Drama            ",146,7.2,85
1141,Rendu Rella Aaru,1985,U,Comedy            ,0,7.4,79
1294,Uyarntha Ullam,1985,U,"Action, Drama, Romance            ",0,7.3,58
1385,Andha Oru Nimidam,1985,,"Action, Crime, Drama            ",144,7,50
1395,Maro Monagadu,1985,,nan,0,8.6,49
410,Swathi Muthyam,1986,U,"Drama, Family, Romance            ",160,8.3,672
497,Chantabbai,1986,U,"Comedy, Mystery            ",134,8.1,484
638,Kondaveeti Raja,1986,U,"Action, Drama            ",140,6,301
761,Sirivennela,1986,U,"Family, Musical            ",181,7.5,217
921,Maanavudu Daanavudu,1986,,Family            ,140,1.6,127
953,Veta,1986,U,"Action, Adventure, Thriller            ",148,6.9,116
1082,Tandra Paparayudu,1986,U,"Action, Biography, Drama            ",0,7.9,88
1119,Raakshasudu,1986,,"Action, Drama            ",113,7.4,82
1126,Sri Shirdi Saibaba Mahathyam,1986,U,Drama            ,0,7.7,80
1314,Papikondalu,1986,,nan,0,8.3,56
1318,Oka Radha Iddaru Krishnulu,1986,U,"Comedy, Drama, Romance            ",0,6.8,56
1350,Nampalli Nagu,1986,,nan,0,8.5,53
1375,Ugranarasimham,1986,,nan,0,8.6,51
145,Aha Naa Pellanta,1987,U,Comedy            ,147,8.9,2438
522,Swayam Krushi,1987,U,Drama            ,164,8.3,434
636,Pasivadi Pranam,1987,U,"Action, Drama, Thriller            ",140,7.7,303
694,Padamati Sandhya Ragam,1987,U,Romance            ,142,7.8,259
859,Veera Prathap,1987,,"Action, Adventure, Comedy            ",144,1.2,155
1019,Srinivasa Kalyanam,1987,,Drama            ,143,7.9,99
1037,Aradhana,1987,U,"Musical, Romance            ",141,7.5,95
1043,Sruthilayalu,1987,U,"Drama, Family, Musical            ",0,7.8,94
1073,Per Sollum Pillai,1987,U,"Action, Drama, Family            ",134,6.9,89
1088,Chakravarthy,1987,U,"Action, Crime, Drama            ",136,8,87
1202,Donga Mogudu,1987,U,"Action, Comedy            ",168,7.3,69
1207,Vishwanatha Nayakudu,1987,U,"Action, Drama, History            ",154,7.7,68
1265,Nene Raju Nene Manthri,1987,,nan,0,8,61
1287,Samsaaram Oka Chadarangam,1987,U,Drama            ,0,8,59
1319,Sri Kanaka Mahalakshmi Recording Dance Troupe,1987,U,"Musical, Comedy, Drama            ",0,7.6,56
1328,Sardar Dharmanna,1987,,Drama            ,120,8.4,55
1334,Jebu Donga,1987,U,"Action, Comedy, Crime            ",143,7.3,55
1397,Muvva Gopaludu,1987,,"Drama, Romance            ",137,7.8,49
206,Rudra Veena,1988,U,"Drama, Musical            ",170,8.5,1670
433,Sathyaa,1988,U,"Action, Crime, Drama            ",147,7.8,601
531,Swarnakamalam,1988,U,"Drama, Musical, Romance            ",143,8,425
605,Janaki Ramudu,1988,U,"Drama, Romance            ",133,5.5,328
648,Khaidi No. 786,1988,U,"Action, Drama, Romance            ",144,6.6,293
688,Yamudiki Mogudu,1988,U,"Action, Comedy, Fantasy            ",145,7.3,262
999,Manchi Donga,1988,U,"Action, Drama, Romance            ",147,5.1,104
1025,Yudda Bhoomi,1988,U,"Action, Drama            ",144,7.7,97
1047,Bazaar Rowdy,1988,,Action            ,115,7.4,93
1058,Choopulu Kalasina Subhavela,1988,U,"Comedy, Drama            ",122,7.7,91
1074,Vivaha Bhojanambu,1988,U,Comedy            ,0,7.6,89
1098,Varasudochhadu,1988,,Family            ,124,7.8,85
1103,Aakhari Poratam,1988,A,"Action, Drama, Thriller            ",0,7.2,85
1117,Chinnabaabu,1988,U,Drama            ,168,8.2,82
1122,Mugguru Kodukulu,1988,,"Action, Drama            ",153,7.5,81
1138,Murali Krishnudu,1988,UA,"Comedy, Romance            ",130,8.1,79
1147,Brahma Puthrudu,1988,,Drama            ,144,7.9,78
1174,Abhinandana,1988,,"Drama, Romance            ",130,7.5,72
1186,Donga Ramudu,1988,U,Action            ,135,7.5,71
1216,Maharshi,1988,U,Romance            ,132,7.9,67
1267,Trinetrudu,1988,U,"Action, Crime, Thriller            ",145,7.3,61
1288,Intinti Bhagavatham,1988,,nan,0,8.1,59
1296,Praja pratinidhi,1988,,Comedy            ,131,8.4,58
1299,Marana Mrudangam,1988,U,Action            ,137,7.6,58
123,Shiva,1989,A,"Action, Crime, Drama            ",161,8.1,3072
168,Gitanjali,1989,UA,"Drama, Romance            ",150,8.2,2176
606,Koduku Diddina Kapuram,1989,U,Drama            ,134,6.6,327
665,Lankeshwarudu,1989,U,"Action, Drama            ",157,6.6,281
682,Indrudu Chandrudu,1989,U,"Comedy, Drama            ",158,7.2,268
788,Athaku Yamudu Ammayiki Mogudu,1989,U,"Action, Comedy, Drama            ",140,7,201
853,Naa Mogudu Nanke Sontham,1989,,Comedy            ,147,3.2,157
950,Chettu Kinda Pleader,1989,U,"Comedy, Crime, Thriller            ",0,7.2,117
979,Nari Nari Naduma Murari,1989,,"Comedy, Drama, Romance            ",137,6.3,109
996,Bala Gopaludu,1989,,Drama            ,0,3.4,104
1014,Bhale Donga,1989,,"Action, Comedy, Drama            ",0,3.3,100
1035,Two Town Rowdy,1989,,"Action, Drama, Romance            ",140,8,95
1036,State Rowdy,1989,U,"Action, Crime, Drama            ",147,7.3,95
1072,Dhruvanakshatram,1989,,"Action, Drama            ",147,8.2,89
1079,Prema,1989,U,"Drama, Romance            ",156,7.7,88
1081,Ontari Poratam,1989,,Action            ,133,7.9,88
1108,Black Tiger,1989,,nan,0,7.9,84
1112,Hai Hai Nayaka,1989,U,Comedy            ,0,7.7,83
1125,Vijay,1989,,"Action, Drama            ",150,8,80
1218,Agni Nakshatram,1989,,Drama            ,0,8.5,67
1233,Rudranetra,1989,U,"Action, Crime, Thriller            ",126,6.7,65
1252,Bava Bava Panneeru,1989,U,Comedy            ,0,7.5,63
1330,Muddula Mavayya,1989,,"Action, Drama            ",142,7.8,55
1390,Vicky Dada,1989,A,"Action, Crime            ",0,7.4,50
376,Jagadeka Veerudu Athiloka Sundari,1990,U,"Action, Comedy, Family            ",153,8,760
663,Kodama Simham,1990,U,"Action, Adventure, Western            ",141,6.7,283
666,Kondaveeti Donga,1990,U,"Action, Adventure, Drama            ",151,6.9,280
711,Alludugaru,1990,U,"Drama, Comedy            ",144,5.7,245
818,Bobbili Raja,1990,,"Action, Romance            ",155,6.9,177
823,Maa Inti Katha,1990,,Family            ,120,2.5,172
981,Raja Vikramarka,1990,U,"Action, Comedy, Family            ",153,6.7,109
998,Jayammu Nischayammu Raa!,1990,U,"Comedy, Romance            ",143,6.9,104
1040,Prema Yuddham,1990,,Romance            ,90,8.4,94
1066,Kadapa Redamma,1990,,Action            ,130,8.4,90
1118,Karthavyam,1990,A,"Action, Drama            ",145,7,82
1123,Balachandrudu,1990,U,Drama            ,0,7.4,80
1159,Sathruvu,1990,,"Action, Drama            ",138,7.5,76
1164,Lorry Driver,1990,,"Action, Crime            ",135,7.3,75
1166,Prananiki Pranam,1990,,"Action, Drama, Family            ",130,8.2,74
1178,Anna Thamudu,1990,,"Action, Drama            ",126,7.5,72
1244,Bamma Maata Bangaru Baata,1990,U,"Comedy, Drama            ",153,7.2,64
166,Aditya 369,1991,U,"Family, Sci-Fi, Adventure            ",140,8.4,2179
204,Kshana Kshanam,1991,U,"Comedy, Crime, Drama            ",158,8.1,1685
436,Coolie No. 1,1991,,"Action, Drama, Romance            ",146,6.5,596
439,Gang Leader,1991,U,"Action, Drama            ",155,7.8,591
664,April 1 Vidudala,1991,U,"Comedy, Romance, Thriller            ",144,7.7,282
701,Assembly Rowdy,1991,,"Action, Drama            ",0,6,254
724,Pelli Pustakam,1991,U,"Comedy, Drama, Romance            ",151,7.5,238
745,Seetharamaiah Gari Manavaralu,1991,U,Drama            ,145,7.7,229
771,Rowdy Gari Pellam,1991,,Drama            ,0,3.8,213
777,Nirnayam,1991,U,"Action, Comedy, Drama            ",170,7,207
797,Appula Appa Rao,1991,U,Comedy            ,139,7.3,193
840,Rowdy Alludu,1991,U,"Action, Comedy            ",144,6.9,164
983,Alludu Diddina Kapuram,1991,,Drama            ,60,1.4,108
988,Prema Panjaram,1991,,"Drama, Family            ",138,1,106
1075,Shanti Kranti,1991,,"Action, Drama, Musical            ",142,6.9,89
1086,Surya IPS,1991,,"Crime, Action            ",144,7,87
1100,Edurinti Mogudu Pakkinti Pellam,1991,U,Comedy            ,135,7.5,85
1171,Peddinti Alludu,1991,,"Comedy, Romance            ",0,8.5,72
1279,Stoovertpuram Police Station,1991,U,"Action, Drama            ",148,6.6,60
554,Gharana Mogudu,1992,U,"Action, Comedy, Drama            ",149,7.3,398
592,Swathi Kiranam,1992,U,"Drama, Musical            ",130,8.1,337
615,Samrat Ashok,1992,U,"Action, Drama, History            ",160,6.2,320
616,Aapathbandavudu,1992,U,"Drama, Musical            ",173,7.6,320
710,Brahma,1992,,Action            ,130,3.9,246
776,Allari Mogudu,1992,U,"Drama, Comedy            ",104,5.7,209
817,Chanti,1992,U,"Drama, Romance            ",139,7,178
821,Chitemma Mogudu,1992,,Comedy            ,140,4.4,173
888,Donga Police,1992,,"Action, Comedy, Drama            ",130,3.1,140
889,Sundara Kanda,1992,,"Comedy, Romance            ",147,7,140
890,Chitram Bhalare Vichitram,1992,U,Comedy            ,144,6.8,140
894,Antham,1992,A,"Action, Crime, Thriller            ",128,6.4,138
942,Killer,1992,,"Action, Crime, Drama            ",160,6.5,121
958,Peddarikam,1992,U,"Comedy, Drama, Action            ",134,7.1,115
1007,Rowdy Inspector,1992,,"Action, Drama            ",143,5.9,102
1232,Brindavanam,1992,U,"Comedy, Drama            ",153,7.4,65
1308,Aswamedham,1992,U,"Action, Drama            ",0,7.1,57
1362,Golmaal Govindam,1992,U,"Comedy, Drama            ",128,7.2,52
1393,President Gari Pellam,1992,U,Drama            ,0,6.5,49
305,Jamba Lakidi Pamba,1993,A,Comedy            ,131,8.2,988
329,Major Chandrakanth,1993,,"Action, Drama, Thriller            ",156,7.3,899
524,Gaayam,1993,A,"Action, Drama            ",140,7.3,432
634,Govindha Govindha,1993,U,"Action, Crime, Drama            ",145,6.8,304
668,Mutamestri,1993,U,"Action, Drama            ",163,7.1,278
684,Aa Okkati Adakku,1993,U,Comedy            ,155,7.8,266
708,Kunti Puthrudu,1993,,Drama            ,140,4.1,249
754,Detective Naarada,1993,U,"Comedy, Drama, Thriller            ",0,5.9,222
811,Rowdy Mogudu,1993,,Drama            ,129,4.5,183
864,Money,1993,U,"Action, Comedy, Drama            ",131,7.2,154
874,Rajendrudru Gajendrudru,1993,U,"Comedy, Drama            ",152,7.2,149
943,Mr. Pellam,1993,U,"Comedy, Drama            ",123,7.2,121
966,Mathru Devo Bhava,1993,,Drama            ,140,7.4,112
980,Mayalodu,1993,U,"Comedy, Drama            ",149,7,109
1087,Maharasan,1993,U,"Comedy, Drama            ",144,6.3,87
1091,Allari Alludu,1993,,Drama            ,0,7.5,86
1093,Mechanic Alludu,1993,U,Comedy            ,147,6.3,86
1136,Bangaru Bullodu,1993,,"Action, Drama, Romance            ",0,7.3,79
1139,Varasudu,1993,,"Action, Drama            ",158,7,79
1182,Kondapalli Raja,1993,U,"Action, Drama            ",0,6.9,71
1256,Rakshana,1993,,Drama            ,0,7.2,62
1276,Abbaigaru,1993,,Drama            ,0,7.2,60
1295,Pekata Paparao,1993,U,"Drama, Comedy            ",0,6.8,58
1298,Joker,1993,U,"Drama, Comedy, Family            ",0,7.1,58
1331,Parugo Parugu,1993,U,"Comedy, Crime            ",0,6.8,55
1333,Allari Priyudu,1993,U,"Drama, Romance            ",141,6.7,55
1346,Ankuram,1993,A,Drama            ,131,7.9,54
368,Punya Bhoomi Naa Desam,1994,,Action            ,140,6.4,775
477,Veera,1994,U,"Comedy, Romance            ",240,6.6,515
502,Magalir Mattum,1994,Unrated,"Comedy, Drama, Thriller            ",132,7.3,482
509,Bhairava Dweepam,1994,U,"Action, Adventure, Comedy            ",162,7.8,466
566,Hello Brother,1994,U,"Action, Comedy, Drama            ",158,7.4,379
576,Allari Police,1994,,"Action, Comedy            ",141,5.1,363
726,Yamaleela,1994,U,"Comedy, Drama, Fantasy            ",140,7.5,237
912,Mugguru Monagallu,1994,U,"Action, Comedy, Drama            ",0,6.1,130
987,M Dharmaraju M.A.,1994,,"Drama, Thriller            ",0,5.4,106
1096,Bobbili Simham,1994,,Drama            ,126,7.7,85
1111,Subhalagnam,1994,U,Drama            ,145,7.7,83
1148,Alibaba Aradajanu Dongalu,1994,U,Comedy            ,0,7.1,78
1160,Gandeevam,1994,U,Drama            ,0,6.5,76
1243,Super Police,1994,,"Action, Thriller            ",95,5.6,64
1332,Top Hero,1994,,Drama            ,0,6.2,55
100,Kuruthipunal,1995,A,"Action, Drama, Thriller            ",143,8.5,3513
474,Peda Rayudu,1995,,"Action, Drama            ",165,7.2,521
553,Criminal,1995,A,"Action, Romance, Thriller            ",123,5.7,399
593,Alluda Majaaka!,1995,,"Action, Comedy, Drama            ",161,6.3,337
729,Ammoru,1995,U,"Fantasy, Horror            ",129,7.1,236
743,Sisindri,1995,,"Comedy, Family            ",151,6.7,230
822,Subha Sankalpam,1995,U,"Drama, Musical            ",0,6.8,173
900,Money Money,1995,U,"Action, Comedy, Drama            ",0,7,135
1000,Big Boss,1995,U,"Action, Drama            ",153,4.7,104
1044,Rikshavodu,1995,U,"Action, Drama            ",150,5.8,94
1067,Ghatotkachudu,1995,U,"Comedy, Drama, Fantasy            ",0,7.2,90
1176,Gharana Bullodu,1995,U,"Comedy, Romance            ",146,6.4,72
424,Ninne Pelladatha,1996,UA,"Romance, Comedy, Drama            ",146,7.6,624
428,Akkada Ammayi Ikkada Abbayi,1996,U,"Action, Romance            ",159,5.2,610
536,Kadhal Desam,1996,,"Comedy, Drama, Romance            ",158,6.8,418
559,Little Soldiers,1996,U,"Family, Musical, Comedy            ",105,7.9,387
642,Ramayanam,1996,U,History            ,160,7.1,297
763,Intlo Illalu Vantaintlo Priyuralu,1996,,"Comedy, Family            ",0,6.9,216
839,Deyyam,1996,A,Horror            ,86,6.4,164
873,Gulabi,1996,A,"Action, Romance            ",138,7,149
876,Adhirindhi Alludu,1996,,Drama            ,140,3.3,148
892,Sahasa Veerudu Sagara Kanya,1996,,"Action, Adventure, Fantasy            ",139,6.1,138
949,Dharma Chakram,1996,,Drama            ,144,7.1,117
995,Pavitra Bandham,1996,U,"Comedy, Drama, Romance            ",0,6.7,104
1013,Soggadi Pellam,1996,U,Drama            ,141,4.1,100
1048,Pelli Sandadi,1996,U,"Musical, Romance            ",0,7.4,93
1053,S. P. Parasuram,1996,U,"Action, Drama            ",140,6,92
1124,Vinodam,1996,,Comedy            ,0,7.2,80
1191,Dongaata,1996,,Drama            ,0,6.9,70
1200,Ramudochhadu,1996,U,"Action, Comedy, Drama            ",125,6.2,69
1321,Rambantu,1996,U,"Family, Musical            ",0,7.3,56
1386,Maavichiguru,1996,U,Drama            ,140,6.4,50
1387,Sri Krishnarjuna Vijayam,1996,U,"Action, Drama, Fantasy            ",131,7.1,50
208,Annamayya,1997,U,"Biography, History, Musical            ",150,8,1648
370,Adavilo Anna,1997,,"Action, Drama            ",150,5.5,775
488,Suswagatham,1997,U,"Drama, Romance            ",151,7.1,499
526,Gokulamlo Seetha,1997,U,"Drama, Romance            ",140,5.6,430
650,Hitler,1997,U,"Action, Drama            ",152,6.4,292
655,Collector Garu,1997,,"Action, Comedy, Drama            ",142,5.1,289
673,Anaganaga Oka Roju,1997,U,"Action, Comedy, Drama            ",119,7.1,275
686,Ratchakan,1997,,"Action, Romance            ",154,6.4,264
699,Master,1997,U,"Action, Drama            ",126,6.8,257
760,Veedevadandi Babu,1997,,Comedy            ,138,5.6,217
789,Sindhooram,1997,,"Action, Drama, Romance            ",144,7.4,199
815,Preminchukundam Raa,1997,U,Romance            ,151,7.2,178
1107,Pelli Chesukundam,1997,,Drama            ,140,6.8,84
1249,Peddannayya,1997,,Drama            ,146,7.6,63
1266,Osey Ramulamma,1997,A,"Action, Drama            ",0,7.5,61
